"b_medium","b_low","b_indep","b_high","b_labelbio","b_labelpleinair","b_nolabel","b_calibreL","b_calibreM","mu_lnorm","sigma_lnorm","c_couple_35","c_couple_65","c_couple_3565","c_family_05","c_family_1217","c_family_1824","c_family_611","c_single_35","c_single_65","c_single_3565","c_high","c_low_middle","c_high_middle","c_low","b_nosale","b_control","logLike"
-1.02052068102434,-1.0464525254184,-2.69791874043227,-1.11441608132501,-1.04913417110042,-0.532658967443158,0,-0.281343774125227,0,-5.08004194449692,-2.22839522778295,1.29688563158779,-6.85405084027259,0.0651699346217922,0.931813708890482,0,-1.97585208124171,2.18351074265556,0.686929173955984,-11.0429015569378,2.92627741320221,-10.4304188610456,0,-13.817737858818,3.63719837517812,0,1.00104440827667,-89430.2037301918
-1.02052845476374,-1.04648898468727,-2.69789888160455,-1.11438684167841,-1.04911193153953,-0.532659146948167,0,-0.281361026390582,0,-5.07980185858301,-2.22873202087164,1.2968901777324,-6.85405074582195,0.0651946110535426,0.931839972161872,0,-1.97576889658438,2.18353766512273,0.686930066876702,-11.0429015567092,2.92630222797024,-10.4304188614305,0,-13.817737858818,3.63730820129409,0,1.00104333074558,-89430.1284564812
-1.01928546128973,-1.04776701135004,-2.697761097049,-1.11366975298652,-1.0490044207046,-0.53164559805245,0,-0.279931080117017,0,-5.0796100242748,-2.2290019026193,1.29689353243082,-6.85405067139065,0.0652143003303571,0.931859988519175,0,-1.97569789977836,2.18355522025524,0.686930554070167,-11.0429015564857,2.92632226224618,-10.4304188624736,0,-13.817737858818,3.63739645148411,0,1.00104226516354,-89427.4521002727
-1.01928665010255,-1.0477746258292,-2.69775687340579,-1.11366397576262,-1.04899982758805,-0.531645796718899,0,-0.279934828358988,0,-5.07956154961761,-2.22907002131708,1.29689445238887,-6.85405065227472,0.0652192613481635,0.931865284551936,0,-1.97568113742046,2.18356073871811,0.686930735769911,-11.0429015564397,2.92632722527851,-10.4304188626881,0,-13.817737858818,3.63741853961135,0,1.0010420486859,-89427.4368133517
-1.01904306617748,-1.04802521517757,-2.69772979067943,-1.11352334103216,-1.04897867317691,-0.53144716275752,0,-0.279654652553896,0,-5.07952300252642,-2.22912425199963,1.29689512793301,-6.85405063731396,0.0652232166602367,0.931869310979801,0,-1.97566689510666,2.18356429002991,0.686930834847732,-11.042901556395,2.92633124754895,-10.4304188628967,0,-13.8177378588254,3.63743626612957,0,1.00104183562165,-89426.9182071144
-1.01904418721744,-1.04803287335426,-2.69772552145888,-1.11351757875784,-1.04897405594591,-0.5314473843676,0,-0.279658443296906,0,-5.07947443025955,-2.22919252802872,1.29689605027445,-6.85405061809889,0.0652281827965945,0.931874615320676,0,-1.97565010686312,2.18356983729305,0.686931016918285,-11.042901556349,2.92633621208268,-10.4304188631115,0,-13.8177378588331,3.63745838003625,0,1.00104161817628,-89426.90287302
-1.01880157874473,-1.04828246093482,-2.69769853351881,-1.11337749837293,-1.04895297373835,-0.53124954474987,0,-0.279379396813568,0,-5.07943584469357,-2.2292468149259,1.29689672681697,-6.85405060311578,0.0652321412230104,0.93187864636045,0,-1.97563585557137,2.1835733989537,0.686931116353733,-11.0429015563043,2.92634023649144,-10.4304188633201,0,-13.8177378588405,3.63747612109055,0,1.00104140512693,-89426.3883125301
-1.0188026807825,-1.04829013797371,-2.69769425144214,-1.11337173505956,-1.04894834910129,-0.531249775588043,0,-0.279383204450346,0,-5.07938724750212,-2.22931513711,1.29689765041266,-6.85405058387296,0.0652371098869322,0.931883952941768,0,-1.97561906153438,2.18357895631157,0.686931300742989,-11.0429015581651,2.9263452006425,-10.4304188616281,0,-13.8177378588482,3.63749824018013,0,1.00104118954879,-89426.3729640619
-1.01879301530463,-1.04830008156686,-2.697693175699,-1.11336615392917,-1.04894750868921,-0.531241893650718,0,-0.279372087584174,0,-5.07938570254377,-2.22931731083089,1.29689767751399,-6.85405058327304,0.0652372683485625,0.931884114367537,0,-1.97561849112508,2.18357909919224,0.686931304735011,-11.0429015581636,2.92634536170408,-10.4304188616361,0,-13.8177378588485,3.63749895040136,0,1.00104118102741,-89426.3525038063
-1.0187911266852,-1.0483023771203,-2.69769278901184,-1.11336480692386,-1.048947153975,-0.531240325827625,0,-0.279370017788811,0,-5.07938344937213,-2.22932048043706,1.29689772038556,-6.85405058253513,0.0652374975900488,0.931884358698831,0,-1.9756177055925,2.18357934932253,0.686931311552561,-11.0429015562544,2.92634559223623,-10.4304188635533,0,-13.8177378569416,3.63749997466038,0,1.0010411686387,-89426.3477986586
-1.01879094268963,-1.04830229908633,-2.6976927681728,-1.11336481722354,-1.04894716301041,-0.531240189778324,0,-0.279369804238736,0,-5.07938300688195,-2.22932112741271,1.29689772814796,-6.85405058240549,0.0652375356434856,0.931884403111361,0,-1.9756175575576,2.18357942594423,0.686931314321289,-11.0429015562541,2.92634562132103,-10.4304188616491,0,-13.8177378588476,3.63750015290787,0,1.00104116870342,-89426.3474697786
-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,1,-1,1,1,0,-1,1,1,-1,1,-1,0,-1,1,0,1,-89426.3474697786
